temperature,relative_humidity,wind_speed,apparent_temperature,activity_level,exposure_duration,cooling_access,age_group,risk_score,risk_class
27.9,61.3,33.8,25.9,2,1,1,2,27.4,0
24.6,15.3,9.4,22.6,1,2,1,2,18.6,0
46.6,41.5,26.4,51.6,1,1,3,2,80.0,2
21.5,38.2,8.4,19.5,2,2,1,1,17.0,0
23.9,28.9,31.2,21.9,2,1,2,1,26.8,0
45.3,16.7,24.4,43.3,1,2,1,3,62.2,2
27.2,34.2,28.7,25.2,2,3,3,3,60.7,1
20.0,26.6,32.5,18.0,2,1,1,2,9.5,0
36.0,93.2,10.1,48.0,1,2,1,2,65.5,2
19.6,78.6,30.8,17.6,3,3,3,2,44.1,1
20.4,52.7,23.9,18.4,1,2,2,2,15.8,0
31.9,40.7,14.3,31.4,2,2,2,2,50.0,1
30.0,88.7,21.3,34.2,1,1,1,3,37.5,1
44.7,60.7,32.9,53.1,1,2,1,1,70.5,2
31.3,43.1,21.3,29.6,2,2,2,2,43.1,1
27.5,45.6,7.9,27.5,1,2,1,1,25.5,0
43.3,56.0,23.2,50.9,2,3,1,1,80.8,2
23.9,41.3,12.0,21.9,3,2,1,2,34.4,0
47.9,94.9,26.8,59.9,2,3,1,2,100.0,3
30.1,47.5,21.1,28.7,2,1,2,2,35.3,0
22.5,46.8,9.5,20.9,2,1,2,2,25.4,0
31.8,78.4,12.3,37.5,1,2,2,2,49.1,1
31.5,59.7,14.4,33.8,2,1,3,1,52.2,1
28.2,48.5,24.6,26.2,2,2,2,2,36.4,1
18.7,77.8,32.4,16.7,1,3,1,2,11.9,0
44.0,93.4,8.7,56.0,1,2,1,1,72.3,2
35.1,51.1,31.5,34.5,1,1,2,1,35.6,0
23.6,20.6,33.8,21.6,1,1,2,1,10.8,0
19.7,56.5,7.7,18.5,3,1,1,1,14.1,0
20.1,91.4,30.6,18.1,1,1,2,2,11.5,0
32.2,63.3,33.0,31.8,2,2,2,2,52.2,1
19.9,46.9,28.6,17.9,2,3,3,2,38.9,1
35.3,74.0,11.5,43.0,3,1,2,2,72.0,2
42.3,29.0,10.2,44.3,3,2,2,3,89.6,3
23.5,60.5,15.0,22.3,3,1,3,2,41.3,1
45.5,70.8,25.8,57.5,1,1,3,2,88.6,3
47.9,21.1,5.5,50.5,2,1,2,2,75.7,2
20.2,70.6,26.7,18.2,1,2,3,2,25.3,0
18.3,24.2,32.3,16.3,1,2,2,1,8.2,0
46.5,26.2,29.1,45.7,3,1,1,1,65.3,2
26.8,57.8,14.9,26.6,1,2,2,1,27.4,0
19.0,69.0,9.1,18.2,2,3,3,2,40.7,1
39.5,86.8,14.9,51.5,1,1,1,2,65.9,2
29.2,34.1,5.0,28.8,2,3,1,1,33.7,0
38.1,32.6,31.1,36.1,2,3,1,1,51.6,1
27.8,60.0,8.3,29.6,1,2,3,1,41.5,1
24.4,43.5,7.7,23.3,2,1,1,2,26.7,0
37.5,44.5,4.2,42.1,1,1,2,3,62.2,2
21.1,57.9,34.7,19.1,3,1,3,2,40.8,1
38.3,92.8,24.9,50.0,1,2,3,2,82.2,3
43.5,53.6,13.1,52.6,2,2,1,2,81.6,3
47.7,33.6,22.3,51.5,3,1,2,2,91.6,3
36.6,19.8,14.4,34.6,1,1,1,1,32.9,0
46.4,74.1,12.8,58.4,1,2,2,2,89.2,3
47.3,66.8,11.5,59.3,1,3,1,2,86.1,3
38.0,34.9,24.7,36.8,2,2,1,2,51.5,1
31.3,15.5,30.7,29.3,1,1,2,1,27.7,0
35.8,81.5,32.7,41.2,1,1,2,2,54.8,1
39.7,34.6,7.8,42.4,1,1,2,2,55.3,1
20.4,92.8,15.1,20.8,1,1,2,2,21.4,0
40.8,80.6,28.2,51.7,1,1,3,2,82.6,3
22.6,73.1,10.5,23.2,2,1,1,2,20.8,0
20.2,25.9,17.5,18.2,1,1,1,2,5.0,0
45.8,90.2,34.0,57.8,1,1,2,2,80.8,2
30.3,18.1,32.4,28.3,1,2,1,2,29.4,0
39.7,55.8,18.1,45.5,2,2,2,3,86.0,3
40.1,34.4,3.1,43.9,3,2,2,2,79.4,2
31.7,69.5,10.4,36.4,2,3,3,1,65.6,2
41.1,66.6,32.3,47.9,1,2,3,2,79.8,2
42.9,35.2,12.0,46.5,3,2,1,2,80.7,2
30.3,85.1,26.0,33.3,1,2,2,2,48.1,1
45.9,46.8,12.2,55.0,3,3,1,1,97.8,3
38.9,57.0,23.6,43.3,2,1,1,2,59.0,1
46.5,51.1,28.9,54.3,1,1,1,2,71.8,2
25.8,87.2,15.5,28.3,2,2,3,1,45.9,1
26.3,42.4,21.3,24.3,2,2,1,1,27.7,0
40.6,15.6,21.2,38.6,3,1,2,1,54.2,1
40.8,89.6,17.6,52.8,1,1,1,3,68.2,2
48.0,80.3,33.1,60.0,2,1,1,2,88.0,3
31.7,70.9,25.9,33.6,3,1,2,3,62.1,2
26.4,70.9,28.9,24.8,1,2,2,2,28.9,0
47.6,91.6,28.8,59.6,1,1,1,3,85.7,3
27.8,50.5,22.0,25.8,2,2,1,2,38.3,1
47.6,83.6,31.9,59.6,2,1,1,1,80.5,2
33.6,60.8,30.3,34.1,2,1,2,2,47.5,1
44.2,28.4,16.7,45.5,1,2,1,2,57.7,1
40.6,67.8,5.0,52.6,2,2,1,3,89.8,3
24.6,35.6,17.7,22.6,3,1,1,2,26.8,0
39.8,22.2,24.8,37.8,3,3,2,2,74.1,2
39.5,73.9,14.6,50.1,2,2,3,3,93.9,3
24.7,24.3,4.9,22.7,1,2,3,2,35.2,0
43.6,91.3,21.0,55.6,1,1,2,3,86.3,3
47.4,40.6,14.0,55.1,2,2,2,2,93.2,3
34.1,51.8,6.8,37.9,3,3,2,2,78.3,2
36.0,26.7,24.0,34.0,3,2,2,2,64.1,2
47.9,71.5,17.8,59.9,3,1,2,2,100.0,3
47.4,41.7,29.3,52.5,1,2,3,2,91.8,3
23.4,54.0,14.9,21.6,3,2,3,3,54.1,1
34.4,42.0,24.4,33.2,3,2,1,2,53.6,1
23.9,83.5,15.0,25.1,1,2,2,3,39.6,1
43.5,71.8,17.1,55.5,1,1,2,2,80.6,2
40.5,73.8,2.3,52.5,2,2,2,3,94.5,3
22.4,91.0,16.1,23.4,3,3,1,3,48.1,1
47.4,67.0,21.6,59.4,3,2,2,1,100.0,3
25.2,54.1,24.7,23.2,3,2,1,2,37.4,1
41.3,84.2,23.5,53.3,1,2,1,1,66.0,2
20.5,54.1,24.1,18.5,2,1,2,2,20.3,0
41.8,29.5,18.0,42.2,2,1,2,1,62.6,2
19.9,87.7,28.2,17.9,1,3,1,2,12.4,0
32.7,56.5,21.3,33.7,2,2,1,2,46.2,1
47.0,86.8,8.0,59.0,2,1,2,3,99.7,3
24.2,27.9,20.6,22.2,3,1,3,2,43.5,1
28.9,58.6,16.0,29.5,3,1,1,3,42.4,1
37.8,50.6,21.0,40.6,2,2,3,2,73.1,2
34.1,31.8,5.3,34.7,3,1,1,2,54.2,1
36.1,32.3,13.8,35.8,1,2,1,2,37.6,1
29.5,87.3,15.2,34.4,1,1,2,2,40.6,1
40.0,94.6,25.0,52.0,1,1,2,3,78.0,2
36.1,48.6,7.1,40.3,3,1,1,2,62.3,2
21.3,58.9,4.2,21.4,2,1,1,2,19.7,0
44.1,33.1,2.3,49.6,1,3,1,1,70.3,2
39.8,39.5,29.1,39.6,2,2,2,3,69.2,2
34.5,63.6,31.6,35.8,1,3,1,2,48.7,1
34.0,62.6,30.0,35.1,2,1,1,2,37.2,1
22.7,25.1,14.5,20.7,2,1,2,3,29.4,0
36.3,71.5,8.0,44.9,3,2,2,2,80.6,2
30.8,90.3,31.1,33.9,3,1,3,3,66.8,2
20.7,21.4,26.1,18.7,3,1,1,2,23.5,0
34.6,54.4,30.9,34.4,3,1,2,2,54.5,1
47.9,86.0,25.0,59.9,2,2,3,2,100.0,3
39.4,71.2,26.7,46.9,1,2,3,3,84.3,3
36.3,63.6,33.8,38.4,2,3,2,2,66.6,2
20.3,82.2,19.0,19.1,3,1,1,2,27.2,0
25.5,58.1,27.3,23.5,1,1,1,2,18.5,0
40.1,60.5,9.2,49.1,1,3,2,3,87.7,3
36.5,54.1,13.7,40.7,2,1,1,1,49.5,1
44.7,29.9,13.7,47.3,1,1,1,2,58.5,1
32.6,27.5,23.7,30.6,1,1,1,2,28.7,0
23.5,79.9,5.6,26.0,2,3,1,2,37.2,1
44.1,30.9,8.3,47.8,1,1,2,3,71.6,2
22.8,30.9,17.8,20.8,2,1,2,2,26.3,0
27.7,76.2,31.1,27.0,2,3,3,2,51.4,1
21.3,23.6,2.7,19.3,1,2,2,2,19.3,0
47.3,74.0,16.3,59.3,1,1,2,2,84.3,3
22.6,55.9,10.2,21.7,2,3,3,2,46.4,1
39.2,79.8,25.1,48.9,2,1,3,2,81.1,3
37.0,33.4,6.4,38.6,1,3,3,2,67.3,2
19.5,47.6,12.1,17.5,2,1,1,2,11.4,0
33.3,66.5,12.0,38.2,1,1,1,2,41.0,1
19.2,19.2,26.6,17.2,1,1,3,1,13.3,0
23.5,90.9,14.0,25.4,1,1,1,2,19.8,0
40.2,43.9,27.7,41.6,2,1,2,2,60.8,1
29.5,86.0,6.3,35.9,2,1,2,3,56.3,1
39.1,89.0,4.5,51.1,2,1,2,3,83.2,3
24.1,72.7,3.4,26.6,1,2,1,3,34.8,0
47.3,86.6,16.8,59.3,2,3,1,2,95.0,3
45.9,55.3,2.7,57.9,2,2,1,1,81.8,3
38.8,74.3,15.1,48.8,2,3,3,1,87.6,3
40.5,45.7,27.7,42.5,2,1,1,1,52.9,1
44.4,78.3,17.0,56.4,2,2,1,2,91.9,3
39.2,59.2,7.6,47.5,1,1,1,1,57.4,1
26.1,78.2,23.2,26.3,1,3,2,1,30.1,0
28.4,63.4,14.2,29.7,1,2,2,2,36.2,1
27.7,19.6,28.9,25.7,3,1,3,1,45.7,1
47.1,58.0,34.3,56.8,2,2,1,2,86.2,3
44.1,65.7,20.2,55.9,3,1,1,2,91.7,3
42.2,75.2,7.1,54.2,1,2,1,3,82.5,3
23.6,84.0,8.2,26.1,2,2,2,1,36.5,1
22.9,29.2,15.0,20.9,2,1,1,2,23.8,0
21.0,57.1,26.0,19.0,3,2,1,1,20.2,0
42.8,76.1,23.3,54.8,1,1,1,1,66.0,2
47.0,91.6,5.5,59.0,2,1,2,2,93.5,3
32.4,60.0,16.7,34.7,1,1,1,1,28.8,0
21.7,81.0,5.4,23.6,1,2,3,1,26.8,0
45.4,16.9,16.1,43.7,1,2,1,3,58.4,1
42.7,24.0,7.6,43.9,1,1,3,2,69.1,2
36.5,24.5,32.5,34.5,3,3,2,1,61.4,2
38.4,27.0,24.0,36.4,1,3,1,1,44.5,1
45.5,67.9,32.8,57.1,3,2,1,1,93.7,3
37.7,40.6,14.9,39.5,2,2,2,1,59.1,1
35.3,91.8,11.2,46.4,1,3,1,2,67.0,2
38.8,48.1,28.2,40.3,1,3,2,2,66.5,2
30.6,54.8,19.6,30.7,2,3,1,2,45.0,1
38.8,74.9,25.2,46.9,1,1,3,1,67.6,2
34.8,91.6,32.4,41.2,1,1,3,3,66.6,2
22.3,83.3,34.1,20.3,3,1,3,1,32.2,0
22.1,92.0,25.2,21.3,1,1,3,2,23.8,0
20.2,82.0,30.7,18.2,1,1,1,1,5.0,0
35.1,80.1,6.9,44.6,1,2,2,2,65.1,2
28.1,77.5,24.9,29.0,1,1,3,1,36.3,1
40.5,55.3,2.4,49.8,3,2,3,2,100.0,3
33.1,71.7,16.0,37.9,1,3,2,3,59.9,1
21.8,31.9,22.4,19.8,1,1,2,2,17.7,0
32.1,40.1,23.2,30.1,3,1,3,2,52.9,1
23.8,23.7,4.6,21.8,2,3,1,2,31.0,0
35.9,75.5,12.2,44.2,2,2,1,2,65.9,2
47.3,60.2,20.6,59.3,2,1,1,3,94.7,3
26.5,46.9,8.4,26.2,2,2,3,2,47.9,1
20.9,47.6,26.5,18.9,1,3,1,2,16.2,0
43.6,38.2,7.0,49.4,2,3,1,2,83.8,3
44.5,79.6,23.6,56.5,2,1,3,2,95.8,3
45.9,42.3,27.9,50.4,1,1,3,2,73.7,2
44.7,76.9,14.8,56.7,1,2,1,1,73.6,2
42.1,26.4,30.7,40.1,2,3,2,1,64.7,2
20.8,40.1,32.8,18.8,1,1,1,1,5.0,0
25.7,52.9,10.4,25.4,3,2,1,1,39.2,1
35.1,18.2,30.3,33.1,2,3,3,1,57.9,1
46.6,44.9,24.5,53.2,2,1,3,2,93.9,3
36.6,66.5,26.5,40.9,1,3,1,3,62.8,2
30.0,20.8,14.8,28.0,2,1,2,2,39.4,1
45.0,52.2,4.8,56.5,2,3,3,2,100.0,3
27.5,94.7,18.0,31.4,2,1,1,1,34.2,0
22.7,52.6,23.1,20.7,1,1,2,2,19.0,0
30.9,52.9,3.8,33.9,3,3,2,2,67.7,2
37.1,21.7,4.3,36.8,2,1,2,3,55.2,1
25.8,81.4,5.1,29.7,3,1,2,1,43.5,1
28.5,48.5,17.7,27.3,2,1,2,2,35.9,0
18.3,77.6,21.7,16.3,1,2,2,2,12.6,0
47.6,90.1,26.5,59.6,2,1,1,2,90.9,3
21.4,92.6,15.4,22.2,2,1,2,3,36.6,1
21.8,50.9,34.0,19.8,1,1,3,2,20.8,0
29.3,42.8,33.4,27.3,3,2,1,3,48.3,1
18.5,86.7,18.6,17.0,3,2,2,2,30.2,0
34.3,56.9,27.2,35.1,1,1,2,1,39.0,1
35.8,58.4,14.6,40.2,3,2,2,2,69.8,2
43.7,94.6,28.6,55.7,1,2,2,2,82.0,3
32.9,75.1,32.6,34.9,1,1,2,1,36.8,1
24.7,51.4,14.6,23.1,1,1,1,3,21.7,0
45.4,48.0,29.1,51.2,2,2,1,2,79.1,2
44.4,36.2,29.7,45.7,2,1,1,3,69.9,2
30.4,16.2,7.1,28.4,1,3,3,2,46.5,1
47.8,34.3,34.1,49.6,1,2,3,3,92.3,3
35.3,25.3,23.0,33.3,3,1,3,2,61.5,2
42.0,55.3,22.8,48.5,2,3,2,2,87.3,3
34.6,90.9,8.7,45.3,1,1,2,2,65.0,2
45.6,21.3,14.6,45.7,2,1,2,2,70.5,2
28.7,34.2,31.6,26.7,1,2,1,2,27.6,0
37.8,37.0,32.9,35.8,2,2,2,1,48.9,1
31.8,62.7,5.5,36.4,1,3,1,2,47.0,1
29.7,54.3,2.7,32.6,1,3,1,2,46.9,1
29.3,40.1,32.0,27.3,3,1,1,1,29.6,0
18.9,93.1,34.8,16.9,2,2,2,1,17.6,0
40.3,89.1,8.4,52.3,1,1,2,1,69.6,2
24.5,41.2,9.3,22.9,2,3,1,2,32.9,0
46.6,42.9,20.2,53.3,1,2,2,2,80.2,2
23.2,70.0,31.3,21.2,1,1,2,2,18.7,0
27.3,78.5,33.5,26.2,2,3,2,2,48.2,1
36.2,49.3,20.7,37.9,1,2,1,1,38.6,1
19.0,55.9,21.4,17.0,1,3,2,3,26.8,0
23.4,40.8,28.1,21.4,1,1,2,2,18.6,0
41.4,24.8,12.5,41.4,1,1,2,2,56.7,1
29.6,63.1,19.4,30.4,1,1,2,3,37.4,1
43.8,21.0,31.5,41.8,2,2,1,2,63.3,2
33.0,94.2,15.9,41.5,1,1,1,2,51.6,1
35.3,37.8,23.2,33.9,3,3,3,2,77.0,2
44.9,88.4,3.3,56.9,2,1,1,3,85.9,3
39.7,37.0,26.9,39.3,2,2,1,2,54.3,1
31.6,82.9,33.9,33.7,1,1,2,1,37.7,1
19.4,15.8,5.5,17.4,1,2,2,1,13.9,0
29.1,87.2,34.7,29.9,3,3,1,2,59.4,1
21.3,90.8,4.5,24.0,1,2,3,2,36.5,1
31.8,25.1,30.4,29.8,2,3,3,2,61.4,2
31.4,24.8,19.4,29.4,2,2,3,2,53.3,1
25.9,38.7,4.7,25.2,2,3,2,2,43.2,1
24.2,21.2,34.1,22.2,1,1,1,3,18.0,0
24.3,62.2,19.4,22.7,3,2,1,2,36.5,1
22.6,55.4,32.2,20.6,1,1,3,3,24.3,0
23.6,37.2,7.4,21.7,1,3,2,1,25.3,0
44.3,74.6,9.9,56.3,3,1,1,2,88.1,3
45.8,21.7,16.2,45.8,1,2,2,1,63.6,2
26.2,22.8,23.4,24.2,2,1,1,2,21.6,0
32.8,49.7,24.5,32.2,2,3,1,1,43.8,1
19.1,36.3,4.2,17.1,1,1,2,2,9.5,0
40.0,85.4,10.9,52.0,1,2,1,2,72.9,2
35.9,73.7,5.1,45.2,2,2,2,2,76.5,2
27.5,20.6,8.2,25.5,3,1,1,2,33.5,0
28.0,29.2,10.7,26.0,1,2,3,2,42.6,1
32.6,34.8,5.6,33.1,3,2,3,3,72.6,2
33.8,28.4,6.8,33.4,1,1,2,2,39.0,1
25.7,53.9,14.0,24.8,1,1,2,3,21.7,0
41.2,83.6,31.8,52.6,2,1,2,2,89.2,3
43.7,67.7,6.7,55.7,2,1,2,3,93.8,3
28.8,74.5,8.4,32.9,3,2,3,3,70.5,2
31.5,91.7,19.4,37.7,1,2,3,2,55.6,1
30.5,94.5,12.2,37.7,1,2,1,2,43.9,1
47.0,78.4,11.5,59.0,3,1,2,2,100.0,3
22.5,92.3,22.6,22.4,2,1,1,2,21.6,0
26.5,62.4,3.8,28.9,1,1,2,1,26.7,0
25.5,43.0,11.3,23.9,3,2,2,1,41.3,1
47.9,30.7,21.3,51.0,1,1,2,2,72.4,2
42.4,66.0,15.9,53.5,3,1,1,2,83.7,3
38.4,40.8,21.1,39.4,2,1,1,2,54.5,1
27.0,21.8,20.7,25.0,2,2,1,3,35.3,0
31.3,40.1,32.9,29.3,2,1,2,2,40.9,1
30.3,17.2,20.4,28.3,3,1,2,2,45.9,1
33.4,25.2,19.9,31.4,2,1,2,2,45.9,1
30.1,15.5,28.6,28.1,3,1,1,1,35.9,0
28.0,22.8,11.6,26.0,2,1,1,2,24.2,0
38.2,74.1,3.7,49.8,1,1,2,2,69.9,2
43.6,39.1,12.3,48.7,3,1,2,2,87.0,3
21.4,15.0,21.9,19.4,1,1,1,2,8.9,0
19.7,24.7,15.4,17.7,3,3,3,2,44.1,1
42.7,69.5,30.4,52.2,2,1,2,1,78.1,2
23.1,74.3,20.0,22.1,2,1,2,3,29.1,0
32.8,68.4,14.9,37.1,2,1,2,2,57.1,1
34.9,15.9,12.0,32.9,2,3,2,1,54.3,1
45.2,92.0,17.4,57.2,2,1,3,2,99.4,3
28.5,71.5,14.9,30.8,1,2,1,2,31.7,0
28.2,72.2,28.0,27.8,1,2,1,2,31.8,0
29.3,52.7,23.7,27.8,2,3,2,2,47.8,1
21.9,40.9,33.5,19.9,1,2,2,1,17.3,0
20.9,23.5,32.8,18.9,2,2,3,3,38.4,1
40.0,33.9,31.7,38.1,1,3,2,2,63.3,2
21.4,82.7,4.4,23.5,2,2,3,3,49.3,1
27.6,70.9,14.5,29.4,3,2,1,2,45.6,1
24.0,28.0,28.9,22.0,3,1,2,2,36.0,1
38.1,31.3,28.7,36.1,3,1,2,2,62.0,2
39.9,87.9,23.2,51.9,2,3,2,2,93.7,3
28.6,64.5,20.4,28.9,1,1,2,2,32.5,0
41.5,38.9,5.9,46.6,1,2,1,2,62.9,2
46.2,88.8,10.3,58.2,2,1,3,3,100.0,3
43.6,89.5,18.5,55.6,1,1,2,1,76.2,2
32.1,88.4,10.7,39.9,1,1,1,2,44.5,1
34.4,73.7,32.5,37.3,2,3,1,1,53.4,1
46.4,87.3,25.2,58.4,2,1,3,3,100.0,3
20.4,59.1,33.2,18.4,1,1,1,2,5.0,0
37.5,49.5,12.0,41.7,3,3,1,1,71.3,2
34.0,83.8,24.5,39.9,2,2,1,2,53.9,1
38.9,49.4,16.1,43.1,1,1,3,3,68.1,2
31.1,19.6,9.7,29.1,2,1,2,3,46.2,1
41.8,60.4,34.7,47.2,1,2,3,1,73.7,2
19.3,43.0,23.6,17.3,1,1,2,2,11.9,0
21.7,21.1,10.3,19.7,2,1,2,2,24.6,0
39.4,90.3,27.7,51.2,1,2,2,2,76.9,2
38.9,55.3,3.8,46.8,3,2,2,2,86.2,3
47.3,33.4,26.5,50.0,1,1,3,1,72.9,2
47.3,70.9,23.4,59.3,2,1,2,1,88.9,3
42.8,21.8,11.2,42.7,2,1,3,2,73.9,2
19.3,31.5,8.1,17.3,2,1,1,2,11.4,0
36.3,86.5,32.4,43.2,3,3,2,2,85.8,3
28.2,81.3,16.3,31.3,2,2,2,1,46.9,1
39.6,69.2,30.3,46.1,3,1,2,2,80.1,2
33.6,28.0,14.6,31.6,2,3,1,1,46.4,1
20.6,35.0,19.9,18.6,1,1,2,2,7.2,0
37.8,77.6,28.7,44.9,2,1,2,2,68.3,2
31.9,50.2,17.4,32.3,3,1,3,2,62.3,2
19.8,90.1,11.1,20.5,2,1,1,1,12.7,0
44.1,25.2,22.8,43.2,1,2,1,1,49.4,1
19.2,69.8,30.4,17.2,2,1,2,1,13.1,0
25.7,69.3,30.3,23.7,1,2,2,2,26.4,0
20.3,50.5,18.9,18.3,1,1,1,3,7.4,0
44.3,26.4,12.8,45.8,2,1,2,2,71.8,2
32.1,92.9,22.5,38.3,1,1,3,3,63.9,2
42.2,55.9,27.8,48.0,2,2,1,2,73.5,2
42.9,17.6,26.0,40.9,1,3,1,1,54.9,1
33.1,61.0,20.1,35.3,2,2,3,2,63.4,2
19.5,52.8,19.3,17.5,2,1,3,2,26.2,0
41.0,44.0,17.0,44.9,2,1,1,2,63.3,2
44.4,44.0,13.6,51.2,2,3,2,2,89.3,3
35.1,81.1,6.1,45.0,2,2,2,2,75.4,2
22.1,35.8,11.5,20.1,1,1,2,3,17.6,0
41.2,87.0,30.9,53.2,1,1,1,2,66.7,2
45.9,74.4,6.2,57.9,1,1,2,3,92.2,3
45.6,87.3,13.7,57.6,2,2,2,1,96.0,3
44.9,86.9,21.5,56.9,2,3,1,2,93.3,3
30.3,51.0,29.5,28.3,1,1,1,1,20.7,0
41.0,88.3,32.9,53.0,1,3,2,2,85.6,3
31.2,55.7,21.4,31.4,3,1,1,2,43.1,1
34.9,86.8,21.1,42.8,3,1,1,2,66.2,2
42.4,73.8,34.6,52.0,1,2,2,2,80.5,2
21.0,37.8,5.9,19.0,1,1,3,2,27.3,0
40.6,89.0,24.0,52.6,1,1,3,2,77.6,2
18.8,87.2,33.7,16.8,2,2,1,3,23.5,0
46.3,60.7,26.2,57.6,2,3,1,1,91.6,3
39.2,82.6,16.7,51.1,2,1,3,3,91.4,3
28.6,21.3,28.2,26.6,2,1,2,2,34.2,0
36.9,56.0,27.6,39.0,2,1,3,2,68.8,2
27.5,82.3,23.8,28.8,3,1,2,1,40.6,1
22.1,45.1,33.1,20.1,2,1,1,3,21.6,0
24.0,85.1,33.4,22.0,3,2,1,1,27.2,0
34.7,31.7,7.9,34.9,2,1,1,2,41.6,1
37.7,29.4,11.9,37.7,1,1,2,2,45.3,1
29.8,43.6,17.9,28.3,1,1,3,2,36.0,1
27.8,68.0,5.8,31.0,2,1,1,2,42.8,1
39.1,76.9,18.0,49.4,3,1,2,2,83.8,3
44.7,77.6,4.0,56.7,2,1,1,2,85.5,3
31.3,46.9,32.1,29.3,1,2,1,3,35.4,0
35.2,28.3,8.8,34.8,2,3,2,2,64.6,2
36.1,16.6,25.8,34.1,3,1,2,3,62.3,2
37.6,56.5,13.9,42.9,1,1,2,3,58.7,1
24.9,79.1,32.1,22.9,1,1,2,3,26.3,0
46.2,23.2,15.1,47.0,2,1,1,2,65.3,2
41.2,34.8,11.0,44.1,1,2,2,1,59.9,1
20.5,20.9,25.8,18.5,2,1,1,3,16.9,0
36.1,27.1,26.3,34.1,2,1,2,2,47.6,1
18.7,36.9,8.7,16.7,1,2,2,2,18.3,0
20.8,92.4,20.5,20.3,2,3,2,2,39.1,1
29.8,44.8,20.0,28.1,1,1,3,2,37.5,1
25.0,44.6,20.6,23.0,2,1,3,3,42.3,1
43.9,54.2,10.2,54.0,1,2,2,2,83.7,3
35.0,33.6,27.3,33.0,1,1,1,1,25.6,0
30.2,15.4,24.8,28.2,2,2,2,2,47.3,1
37.6,40.7,25.4,37.3,2,3,3,1,71.8,2
29.3,75.6,7.3,34.0,2,1,2,3,56.2,1
19.2,48.9,7.6,17.3,3,1,2,2,25.0,0
31.1,38.5,32.4,29.1,2,2,2,2,47.2,1
37.5,26.3,19.3,35.5,1,2,2,2,49.5,1
46.1,89.2,25.8,58.1,3,1,2,3,100.0,3
18.3,48.3,7.0,16.3,1,3,1,1,7.9,0
27.9,19.9,17.5,25.9,1,1,2,2,23.3,0
36.9,89.2,11.1,48.9,3,3,2,2,93.8,3
25.6,58.3,23.8,23.6,1,1,2,2,20.3,0
25.9,23.2,28.3,23.9,2,2,1,2,27.9,0
42.2,84.7,24.1,54.2,2,1,2,3,89.1,3
20.7,79.3,6.8,21.8,1,3,1,3,31.7,0
31.2,68.2,12.8,34.9,2,1,2,2,51.4,1
29.6,53.0,12.3,30.4,2,2,3,3,66.1,2
43.0,71.9,29.7,53.6,2,1,2,2,82.4,3
34.7,49.8,13.5,37.1,1,1,2,2,46.1,1
34.8,94.8,33.0,41.7,1,1,2,1,47.9,1
31.3,57.1,2.2,35.5,1,1,1,2,39.5,1
19.0,37.0,17.8,17.0,1,2,1,2,7.6,0
47.1,80.9,30.5,59.1,3,3,2,2,100.0,3
40.5,79.6,3.3,52.5,1,3,1,2,79.9,2
44.1,25.5,15.8,44.7,3,1,2,1,73.6,2
47.5,30.5,22.3,50.1,1,3,3,2,90.6,3
39.3,87.5,21.4,51.3,3,2,3,2,100.0,3
19.9,81.0,18.6,18.5,2,1,2,2,17.7,0
24.0,55.4,7.7,23.9,2,3,1,2,34.3,0
35.0,70.7,20.7,40.0,2,1,1,2,54.4,1
23.6,62.3,33.9,21.6,2,2,1,2,29.0,0
25.4,82.0,23.2,25.6,3,1,2,1,38.6,1
19.6,71.5,7.9,19.4,1,1,1,1,5.0,0
26.8,70.8,10.7,28.9,2,2,1,2,37.6,1
31.5,65.5,29.4,31.7,1,3,1,2,42.6,1
28.4,79.9,28.3,29.1,1,2,2,3,46.8,1
41.8,22.3,27.5,39.8,1,1,1,1,38.4,1
22.2,61.9,14.3,20.9,1,2,1,2,14.9,0
36.9,84.5,2.3,48.9,2,1,2,1,72.4,2
32.0,29.9,2.7,32.1,3,1,2,2,52.3,1
30.0,81.7,10.3,35.4,1,1,2,2,48.4,1
40.9,87.1,18.7,52.9,2,2,3,2,94.9,3
18.9,56.0,32.4,16.9,3,3,3,1,44.1,1
21.9,41.7,33.7,19.9,3,1,2,3,35.7,0
31.8,28.2,2.0,31.8,1,3,1,1,37.0,1
20.7,34.6,24.6,18.7,3,1,2,2,30.9,0
32.1,69.9,25.1,34.2,3,2,3,2,70.3,2
21.9,76.0,6.4,23.2,2,3,3,2,47.2,1
30.7,46.5,4.4,32.6,2,2,2,2,49.0,1
29.1,42.2,29.2,27.1,2,2,3,2,46.7,1
22.1,30.0,9.0,20.1,2,1,2,2,23.2,0
42.6,17.8,33.6,40.6,2,1,2,3,68.1,2
31.9,21.6,24.6,29.9,1,3,3,1,46.0,1
29.5,51.4,18.0,29.0,3,1,2,2,50.8,1
25.8,65.7,21.9,24.7,3,1,1,2,31.5,0
28.9,77.8,34.4,28.4,2,1,2,1,36.4,1
28.1,89.7,21.5,31.1,1,3,2,2,49.5,1
21.6,54.2,14.1,19.6,3,2,1,2,30.5,0
26.9,80.5,19.9,28.4,1,1,1,2,21.5,0
28.7,17.9,26.4,26.7,1,1,1,2,18.1,0
37.0,49.5,11.1,41.1,3,2,1,3,75.6,2
33.7,51.7,4.5,37.7,1,1,3,2,51.0,1
44.5,45.6,34.3,47.8,1,3,2,2,83.7,3
25.7,67.2,31.1,23.7,3,1,1,1,27.1,0
